"","team_name","color","player_tag","core_goals","core_assists","core_saves","core_shots","core_score","demo_inflicted","demo_taken","advanced_rating"
"10516","SHOPIFY REBELLION","blue","rapid",1,0,6,8,1097,5,3,0.651535058589101
"10517","SHOPIFY REBELLION","blue","Paarth",0,1,5,9,832,5,5,0.584717880510379
"10518","SHOPIFY REBELLION","blue","Memory",0,0,3,3,614,7,5,0.221303947996904
"10519","SPACESTATION GAMING","orange","retals",3,1,7,11,1196,6,8,1.1914305871766
"10520","SPACESTATION GAMING","orange","Daniel",1,1,5,4,1012,2,4,0.78772891305277
"10521","SPACESTATION GAMING","orange","Arsenal",2,3,0,7,754,5,5,0.96542190652304
"10522","G2 ESPORTS","blue","JKnaps",4,4,3,10,1427,4,1,1.41449513148885
"10523","G2 ESPORTS","blue","Chicago",3,5,2,12,1236,4,5,1.47057156891431
"10524","G2 ESPORTS","blue","Atomic",4,0,4,9,1193,8,3,1.01327105480119
"10525","COMPLEXITY GAMING","orange","Reysbull",0,0,7,3,871,0,6,0.373942754094576
"10526","COMPLEXITY GAMING","orange","Shad",0,0,6,5,745,4,6,0.362889952314595
"10527","COMPLEXITY GAMING","orange","ajg",0,0,4,2,761,5,4,0.252589417583889
"10528","OXYGEN ESPORTS","blue","Lj",2,0,11,10,1705,5,12,0.680186501637312
"10529","OXYGEN ESPORTS","blue","Gimmick",3,2,7,11,1790,6,4,0.87862670911584
"10530","OXYGEN ESPORTS","blue","Toastie",1,3,6,13,1472,9,13,0.723135423760308
"10531","SPACESTATION GAMING","orange","Arsenal",5,0,8,13,1871,12,7,0.93173927186715
"10532","SPACESTATION GAMING","orange","retals",1,4,7,12,1518,11,8,0.770801121341511
"10533","SPACESTATION GAMING","orange","Daniel",3,2,7,17,1784,6,5,0.865949468846031
"10534","VERSION1","blue","Comm",7,4,12,25,3016,10,5,1.14209941715212
"10535","VERSION1","blue","Torment",3,5,16,12,2846,5,2,0.966895568801489
"10536","VERSION1","blue","BeastMode",5,3,10,20,2692,4,7,1.04281744526894
"10537","G2 ESPORTS","orange","Chicago",3,2,12,21,2303,2,7,0.755232593078685
"10538","G2 ESPORTS","orange","Atomic",5,3,9,14,2445,7,7,0.994267574391143
"10539","G2 ESPORTS","orange","JKnaps",4,6,11,23,2459,5,5,1.0532634029987
"10540","SPACESTATION GAMING","blue","Arsenal",4,5,8,9,1883,6,4,1.47148413063941
"10541","SPACESTATION GAMING","blue","Daniel",4,2,6,11,1668,2,5,1.05831350324062
"10542","SPACESTATION GAMING","blue","retals",4,2,4,13,1420,18,2,1.11358266405947
"10543","VERSION1","orange","BeastMode",1,1,6,10,1274,1,11,0.673950496544867
"10544","VERSION1","orange","Torment",2,0,4,9,1210,2,9,0.632378443285756
"10545","VERSION1","orange","Comm",1,2,4,7,911,8,6,0.755741249993453
"10546","FAZE CLAN","blue","Sypical",2,5,16,12,2515,4,10,1.01891378958482
"10547","FAZE CLAN","blue","Firstkiller",7,1,13,21,2838,9,11,1.0975780706217
"10548","FAZE CLAN","blue","AYYJAYY",1,2,9,10,1518,11,14,0.548870957381825
"10549","SPACESTATION GAMING","orange","retals",5,3,5,21,1856,15,6,0.937712759611594
"10550","SPACESTATION GAMING","orange","Daniel",6,3,13,22,2804,8,8,1.15477825387505
"10551","SPACESTATION GAMING","orange","Arsenal",1,3,9,13,1706,12,10,0.653572927943482
"10552","NRG ESPORTS","blue","GarrettG",2,4,15,16,2298,3,12,0.942279858879499
"10553","NRG ESPORTS","blue","jstn.",7,3,11,23,2896,2,8,1.27942379480563
"10554","NRG ESPORTS","blue","Squishy",2,1,7,13,1709,5,23,0.556033112894112
"10555","SPACESTATION GAMING","orange","Arsenal",2,2,9,14,1786,13,3,0.679709381741851
"10556","SPACESTATION GAMING","orange","Daniel",5,0,15,26,2748,11,2,1.01120693976102
"10557","SPACESTATION GAMING","orange","retals",0,2,14,12,2046,19,5,0.570026232582419
"10558","MOTI MOTI GAMING","blue","maakaan",6,3,1,14,1430,2,2,1.51922240566157
"10559","MOTI MOTI GAMING","blue","Fsan",5,4,2,17,1465,2,1,1.56534641466291
"10560","MOTI MOTI GAMING","blue","mappi",5,5,3,11,1478,8,3,1.67998231746374
"10561","MIX FRESH","orange","orange.",5,0,5,7,1181,1,3,1.46293699687907
"10562","MIX FRESH","orange","CollapSE",0,2,10,3,1169,2,5,0.736548115875276
"10563","MIX FRESH","orange","rRy7z-",0,2,5,5,827,3,4,0.631246277607146
"10564","BLAST","blue","amatel",4,4,1,9,1199,2,3,1.23091821319238
"10565","BLAST","blue","ma2ris",13,10,0,21,2667,1,2,3.06164077583661
"10566","BLAST","blue","Arrow of Lights",13,12,2,25,2962,0,1,3.40546293751835
"10567","WYC","orange","mo2ka7",1,0,7,3,883,2,1,0.722632895282692
"10568","WYC","orange","TenKu845",0,0,4,1,639,2,2,0.219352392930363
"10569","WYC","orange","ROBIT9",0,0,3,1,565,2,0,0.179937320324227
"10570","GRACESBLAZE AQUA","blue","grkn",6,2,5,12,1579,0,3,1.66879209948296
"10571","GRACESBLAZE AQUA","blue","NiKo",4,1,0,11,965,1,0,1.0274612505427
"10572","GRACESBLAZE AQUA","blue","Rikocha",0,5,3,9,894,3,0,0.909132018493504
"10573","RHYTHM","orange","ShiroKuMa",0,1,8,1,939,2,1,0.508092744367559
"10574","RHYTHM","orange","Lusk",2,0,2,6,735,0,1,0.561389744881832
"10575","RHYTHM","orange","rain_to_apple",0,1,4,4,678,1,2,0.407525289129344
"10576","SHIROGANE","blue","Krilin",8,7,0,20,1945,2,2,2.17861078406505
"10577","SHIROGANE","blue","Lunatic",11,7,1,22,2403,2,0,2.61632266471287
"10578","SHIROGANE","blue","slct",7,6,1,20,1784,0,1,2.00561945914576
"10579","ZBURA","orange","LegendAmaguri",0,0,11,1,1057,1,1,0.48238230033518
"10580","ZBURA","orange","kishin",0,0,9,1,1023,2,1,0.418230340078387
"10581","ZBURA","orange","yurin0420",0,0,1,1,456,0,2,0.106128659438828
"10582","GOKKIES","blue","titomaru",6,2,9,12,2001,1,1,1.37721034192533
"10583","GOKKIES","blue","Gale_K",1,7,3,9,1274,8,5,1.05164302142377
"10584","GOKKIES","blue","mare",5,1,2,13,1216,5,4,1.15744780873446
"10585","RESOLUTE","orange","mido",3,2,7,8,1503,6,4,1.09900934736907
"10586","RESOLUTE","orange","KING",1,2,5,6,1021,1,4,0.620845464734076
"10587","RESOLUTE","orange","KOMENO_333",3,1,5,7,1188,3,6,0.696531604372116
"10588","BLAST","blue","Arrow of Lights",6,2,3,10,1583,2,1,1.62974194858013
"10589","BLAST","blue","amatel",1,2,6,6,919,2,1,0.805792833676149
"10590","BLAST","blue","ma2ris",5,3,7,13,1556,0,3,1.71108282277982
"10591","SYLPHIDE","orange","Ayun",1,0,4,4,682,1,2,0.487031982411702
"10592","SYLPHIDE","orange","pikanya",0,1,3,9,689,3,0,0.466698435390597
"10593","SYLPHIDE","orange","defiant",1,1,3,7,729,1,2,0.597470157236736
"10594","SHIROGANE","blue","slct",2,3,4,9,1113,4,4,1.08357039500355
"10595","SHIROGANE","blue","Lunatic",4,3,6,8,1578,1,1,1.62048422386155
"10596","SHIROGANE","blue","Krilin",3,2,2,10,1008,1,1,1.02871482050093
"10597","GRACESBLAZE REFINE","orange","Echo.",2,0,3,8,909,1,3,0.740707232422936
"10598","GRACESBLAZE REFINE","orange","Lahire18",1,0,4,3,712,3,1,0.47336587103215
"10599","GRACESBLAZE REFINE","orange","KAKA0/\MAME.",0,2,3,7,651,2,2,0.597146240738654
"10600","RESOLUTE","blue","JEALOUS",3,2,2,13,995,1,2,1.01179547179413
"10601","RESOLUTE","blue","mido",4,3,7,12,1590,7,0,1.48137686737568
"10602","RESOLUTE","blue","KING",5,4,5,13,1574,3,1,1.68945078286304
"10603","MIX FRESH","orange","rRy7z-",5,1,9,9,1621,0,3,1.69649899476512
"10604","MIX FRESH","orange","CollapSE",0,2,5,1,782,1,2,0.515504010756591
"10605","MIX FRESH","orange","orange.",1,3,8,11,1162,2,6,1.12623252197054
"10606","GROOVY","blue","php",7,1,9,20,2215,2,2,1.26948407146673
"10607","GROOVY","blue","ine07233",3,3,8,12,1712,3,2,0.945714125620542
"10608","GROOVY","blue","rarumo",1,4,4,6,1424,8,4,0.734618556841729
"10609","WYC","orange","mo2ka7",6,1,5,16,1720,3,5,1.08271644480383
"10610","WYC","orange","ROBIT9",3,1,10,10,1872,3,4,0.922314043968837
"10611","WYC","orange","TenKu845",0,6,7,8,1647,2,4,0.743202030057889
"10612","ALPHA","blue","Zeus.",4,5,3,12,1500,3,2,1.33634525221108
"10613","ALPHA","blue","sh0cksie",3,4,3,13,1427,1,1,1.07295734101256
"10614","ALPHA","blue","stix",3,1,4,11,1084,5,2,0.774504375231176
"10615","RHYTHM","orange","ShiroKuMa",2,1,5,6,1134,1,3,0.742596924453369
"10616","RHYTHM","orange","rain_to_apple",1,1,5,7,890,0,3,0.501697176789224
"10617","RHYTHM","orange","Lusk",0,0,7,4,1016,4,3,0.307605875205656
"10618","TEAM LOGIC","blue","H4LFT1ME_",6,1,4,14,1490,4,1,1.3365958990953
"10619","TEAM LOGIC","blue","Lorelei",4,4,2,10,1611,1,4,1.36899959949824
"10620","TEAM LOGIC","blue","Russ",0,2,3,4,782,4,4,0.438519367701731
"10621","TEAM LOGIC","blue","melt",0,1,1,1,258,2,2,0.158337850753569
"10622","ZBURA","orange","Asnoric",5,2,7,9,1923,7,4,1.01540344483988
"10623","ZBURA","orange","LegendAmaguri",6,2,5,10,1733,3,2,1.00914894240258
"10624","ZBURA","orange","yurin0420",3,4,3,11,1365,1,5,0.791692567757059
"10625","BLAST","blue","Arrow of Lights",5,2,9,16,1948,8,1,1.37867365011432
"10626","BLAST","blue","ma2ris",4,1,5,8,1532,4,3,0.998551027624247
"10627","BLAST","blue","amatel",0,3,8,6,1199,5,2,0.647840964020249
"10628","SHIROGANE","orange","Krilin",0,1,5,6,1003,3,6,0.385736777325901
"10629","SHIROGANE","orange","Lunatic",3,4,4,16,1564,1,8,1.23413549799945
"10630","SHIROGANE","orange","slct",4,0,8,14,1623,2,3,1.03653761627669
"10631","SYLPHIDE","blue","Ayun",5,2,6,17,1745,0,2,1.21652986856764
"10632","SYLPHIDE","blue","pikanya",5,5,8,11,1950,4,3,1.67933972315527
"10633","SYLPHIDE","blue","defiant",1,3,2,11,1182,3,5,0.688799705322145
"10634","RESOLUTE","orange","JEALOUS",2,2,9,8,1517,2,2,1.01698554924536
"10635","RESOLUTE","orange","mido",5,1,10,13,1966,2,4,1.37543833658676
"10636","RESOLUTE","orange","KING",0,2,4,2,893,6,1,0.378119923511653
"10637","GOKKIES","blue","Gale_K",5,3,6,13,1870,2,0,1.36418366835588
"10638","GOKKIES","blue","titomaru",5,1,5,15,1565,2,1,1.15308477080704
"10639","GOKKIES","blue","mare",1,5,3,8,988,4,1,0.810508427681196
"10640","ALPHA","orange","stix",4,1,7,11,1418,0,4,1.08403227242001
"10641","ALPHA","orange","Zeus.",1,5,6,9,1418,1,1,1.1198045848721
"10642","ALPHA","orange","sh0cksie",3,1,6,7,1511,1,3,0.937335064491962
"10643","TEAM LOGIC","blue","Russ",7,1,1,12,1347,2,3,1.29970302890101
"10644","TEAM LOGIC","blue","Lorelei",4,4,4,9,1543,2,4,1.1457965159853
"10645","TEAM LOGIC","blue","H4LFT1ME_",1,4,7,2,1210,0,4,0.887371844813883
"10646","MIX FRESH","orange","orange.",6,8,2,14,1890,7,0,1.68796191925025
"10647","MIX FRESH","orange","CollapSE",6,3,3,11,1651,3,2,1.39561948752517
"10648","MIX FRESH","orange","rRy7z-",4,1,1,16,1085,1,2,0.871557125948176
"10649","WYC","blue","mo2ka7",2,1,6,5,1181,5,5,0.835156777432148
"10650","WYC","blue","TenKu845",3,1,6,10,1561,5,1,0.972558634470332
"10651","WYC","blue","ROBIT9",0,0,3,8,798,4,3,0.24947925877054
"10652","RHYTHM","orange","ShiroKuMa",1,1,4,9,1225,4,5,0.561450077597967
"10653","RHYTHM","orange","rain_to_apple",7,1,3,13,1555,4,1,1.43977701221117
"10654","RHYTHM","orange","Lusk",0,1,4,4,915,1,8,0.318572077349449
"10655","SHIROGANE","blue","slct",6,3,2,17,1606,2,7,1.23193518994948
"10656","SHIROGANE","blue","Krilin",6,5,7,10,1960,1,3,1.68983938656016
"10657","SHIROGANE","blue","Lunatic",5,4,6,10,1795,1,6,1.39459489099264
"10658","GOKKIES","orange","titomaru",3,2,10,9,1759,3,2,1.11632611974704
"10659","GOKKIES","orange","mare",4,0,3,11,1091,8,1,0.911486200751061
"10660","GOKKIES","orange","Gale_K",1,4,4,4,1027,5,1,0.843684637122753
"10661","RESOLUTE","blue","mido",9,3,2,12,1881,1,3,2.08473226871179
"10662","RESOLUTE","blue","KOMENO_333",2,6,3,6,1138,4,1,1.33487337153302
"10663","RESOLUTE","blue","KING",4,2,4,8,1311,3,3,1.27653770813464
"10664","RHYTHM","orange","Lusk",0,1,4,2,639,1,2,0.367446221540481
"10665","RHYTHM","orange","ShiroKuMa",1,1,3,7,878,4,3,0.705365523890065
"10666","RHYTHM","orange","rain_to_apple",2,0,1,4,581,2,3,0.698926216391591
"10667","ALPHA","blue","Zeus.",6,2,7,17,1835,2,2,1.36624063438761
"10668","ALPHA","blue","sh0cksie",6,0,2,10,1384,1,2,1.05507358839542
"10669","ALPHA","blue","stix",3,5,1,15,1444,0,2,1.10156727961553
"10670","MIX FRESH","orange","orange.",3,2,9,9,1704,5,2,1.10216643067037
"10671","MIX FRESH","orange","CollapSE",3,1,12,7,1609,1,1,1.0613741670699
"10672","MIX FRESH","orange","rRy7z-",1,2,6,3,1071,0,0,0.615889655238171
"10673","GROOVY","blue","ine07233",5,4,5,16,1749,4,5,1.36538657155344
"10674","GROOVY","blue","php",3,3,4,7,1244,1,2,0.83553848625397
"10675","GROOVY","blue","rarumo",4,2,4,12,1382,3,2,1.14655787403413
"10676","ZBURA","orange","yurin0420",2,2,4,7,1110,3,4,0.809017801795949
"10677","ZBURA","orange","Asnoric",1,3,8,8,1360,3,1,0.842326688396926
"10678","ZBURA","orange","kishin",4,1,4,8,1228,3,3,1.13868130527304
"10679","GRACESBLAZE AQUA","blue","grkn",3,5,1,10,1274,1,0,1.37865312202537
"10680","GRACESBLAZE AQUA","blue","Rikocha",4,2,2,9,1110,2,2,1.28032926989821
"10681","GRACESBLAZE AQUA","blue","NiKo",5,1,0,8,1113,3,0,1.33309071332558
"10682","RESOLUTE","orange","KING",0,0,4,1,622,0,3,0.21716354078788
"10683","RESOLUTE","orange","JEALOUS",0,0,4,2,693,0,2,0.243834009013954
"10684","RESOLUTE","orange","mido",1,0,1,1,576,2,1,0.468724449532136
"10685","SYLPHIDE","blue","pikanya",7,3,3,12,1908,3,2,1.21053363148615
"10686","SYLPHIDE","blue","defiant",4,7,6,13,2012,3,5,1.40325464124429
"10687","SYLPHIDE","blue","Ayun",4,4,3,10,1432,1,1,1.00811587813708
"10688","ALPHA","orange","sh0cksie",2,5,6,14,1791,3,5,1.00913458960943
"10689","ALPHA","orange","Zeus.",5,2,2,8,1403,1,0,0.943500113987896
"10690","ALPHA","orange","stix",4,0,6,9,1527,4,2,0.685709315880277
"10691","EVOLVED GAMING","blue","Bread",10,5,0,16,2076,3,1,2.09765691473261
"10692","EVOLVED GAMING","blue","Elf",7,11,4,12,2088,2,1,2.65589907435336
"10693","EVOLVED GAMING","blue","Chace",10,5,3,13,2079,2,1,2.34143371333206
"10694","NO FEAR","orange","Blazer",1,0,6,4,968,0,2,0.721218819640193
"10695","NO FEAR","orange","Bunchee",0,1,3,2,500,1,2,0.359495088338968
"10696","NO FEAR","orange","nuaj.",0,0,4,4,521,2,3,0.25674555883434
"10697","ROYALTY ESPORTS","blue","EliakimZA",10,5,1,20,2079,4,0,2.33428140081943
"10698","ROYALTY ESPORTS","blue","Zero",6,3,4,11,1509,5,3,1.73114260930776
"10699","ROYALTY ESPORTS","blue","Yujn.",2,4,2,7,864,2,1,1.06912338254683
"10700","UNITY","orange","PotatoWithaGun",2,2,8,6,1162,2,2,1.25379390172545
"10701","UNITY","orange","TechnicEagle75",1,0,3,4,673,0,6,0.423400956046967
"10702","UNITY","orange","RichardH 04",1,1,1,1,466,2,3,0.585126325589304
"10703","TKO CRIMSON","blue","RhinoFury.",1,0,6,2,760,1,3,0.659379986634873
"10704","TKO CRIMSON","blue","Lux27.",0,0,4,4,669,0,2,0.275801448074788
"10705","TKO CRIMSON","blue","LangNEKprof",1,1,9,3,1119,8,2,0.983191686161068
"10706","HAVOC GAMING","orange","Blade",3,3,1,13,1089,2,3,1.15281891671171
"10707","HAVOC GAMING","orange","AmuKK",2,4,2,7,929,3,4,1.1993974777873
"10708","HAVOC GAMING","orange","fearlesscarrot",5,1,1,14,1231,2,2,1.2192888766522
"10709","EVOLVED GAMING","blue","Chace",5,3,3,16,1447,4,5,1.13550576952538
"10710","EVOLVED GAMING","blue","Bread",3,3,4,14,1512,6,3,0.976892219895718
"10711","EVOLVED GAMING","blue","Elf",2,1,4,5,998,3,6,0.636143905959133
"10712","OFA","orange","claude974",6,2,7,10,1630,3,3,1.36303625108434
"10713","OFA","orange","Creativix4",5,4,7,10,1853,7,7,1.46696648404892
"10714","OFA","orange","SkyGetsu",3,4,4,9,1287,4,3,1.002918575021
"10715","TEAM ESPIONAGE","blue","Septer",3,3,5,13,1274,7,0,1.32165239488159
"10716","TEAM ESPIONAGE","blue","Ram",6,0,4,10,1418,1,0,1.37883185437237
"10717","TEAM ESPIONAGE","blue","Jerome in da bath",2,4,7,9,1377,1,1,1.25281733314843
"10718","HAVOC GAMING","orange","fearlesscarrot",1,1,8,5,1115,0,3,0.810425674594619
"10719","HAVOC GAMING","orange","Blade",1,3,5,9,1003,0,3,1.0187687683837
"10720","HAVOC GAMING","orange","AmuKK",3,1,4,11,1117,1,3,1.20637627540394
"10721","SUZAKU","blue","Serenity",1,2,5,8,1024,2,2,1.02978726860586
"10722","SUZAKU","blue","Crisp",1,1,4,4,817,3,3,0.67481216047173
"10723","SUZAKU","blue","LmNs.",2,0,1,4,694,3,1,0.648305456731911
"10724","UNITY","orange","TechnicEagle75",3,3,3,5,1187,4,3,1.11092717610212
"10725","UNITY","orange","PotatoWithaGun",0,3,5,2,845,0,2,0.65179292792003
"10726","UNITY","orange","RichardH 04",6,1,3,13,1490,2,3,1.51039035295074
"10727","EVOLVED GAMING","blue","Bread",6,3,1,16,1552,2,3,1.20844854810297
"10728","EVOLVED GAMING","blue","Chace",5,5,2,12,1645,4,1,1.36209742063519
"10729","EVOLVED GAMING","blue","Elf",2,2,2,17,1110,1,4,0.772088380689299
"10730","KITSUNE","orange","Sauce",4,1,12,6,1989,2,3,1.2366545761718
"10731","KITSUNE","orange","CZ4R1C",2,3,7,5,1192,2,2,0.935896384592853
"10732","KITSUNE","orange","Eggnogg",1,2,7,6,1286,4,2,0.693070699514325
"10733","MERAKI GAMING","blue","Erratic",3,1,7,15,1535,4,1,0.80418400649415
"10734","MERAKI GAMING","blue","Syfohn.",2,2,5,9,1245,3,3,0.626226501169073
"10735","MERAKI GAMING","blue","Olympic.",6,3,8,15,2154,5,2,1.37268088320963
"10736","UNITY","orange","PotatoWithaGun",0,4,12,11,1436,2,4,0.763136227824331
"10737","UNITY","orange","TechnicEagle75",3,0,5,11,1484,2,2,0.77178423152129
"10738","UNITY","orange","RichardH 04",4,0,3,9,1226,2,6,0.75406793588435
"10739","HAVOC GAMING","blue","Blade",3,4,9,8,1774,3,7,1.3420199473308
"10740","HAVOC GAMING","blue","fearlesscarrot",0,0,2,2,255,1,0,0.102131697096858
"10741","HAVOC GAMING","blue","AmuKK",3,1,8,7,1464,2,2,0.974245553598325
"10742","HAVOC GAMING","blue","True Jeff",3,2,1,9,1107,1,1,0.922872704002264
"10743","BARNEY AND HIS DINOSAURS","orange","ballim",5,5,6,16,1934,5,5,1.24490724480348
"10744","BARNEY AND HIS DINOSAURS","orange","BigFootBoss26",7,1,4,18,2021,3,1,1.09866114286881
"10745","BARNEY AND HIS DINOSAURS","orange","Strutic",2,5,5,4,1320,2,1,0.970274892443666
"10746","EVOLVED GAMING","blue","Bread",3,6,3,11,1316,4,2,1.65854257647457
"10747","EVOLVED GAMING","blue","Chace",7,1,2,11,1524,3,3,1.54129912625213
"10748","EVOLVED GAMING","blue","Elf",3,3,5,7,1117,3,3,1.40130122207524
"10749","MILS ESPORTS","orange","Nayr",3,2,7,7,1458,1,6,1.30263804576471
"10750","MILS ESPORTS","orange","NeroxK92",1,2,1,4,702,4,2,0.772108768806478
"10751","MILS ESPORTS","orange","BlueDragonn",1,0,5,6,761,3,2,0.553103856816065
"10752","UNITY","blue","TechnicEagle75",3,1,7,8,1333,4,3,1.14645226510424
"10753","UNITY","blue","PotatoWithaGun",6,1,5,11,1542,0,0,1.54320831553953
"10754","UNITY","blue","RichardH 04",2,1,2,7,820,2,2,0.705816203335505
"10755","NO FEAR","orange","nuaj.",1,2,2,6,722,5,3,0.639884902590867
"10756","NO FEAR","orange","Blazer",5,0,5,11,1319,0,1,1.18693304543601
"10757","NO FEAR","orange","Bunchee",1,2,5,12,860,0,2,0.912236985415327
"10758","MILS ESPORTS","blue","BlueDragonn",1,4,4,9,1054,3,6,0.772175411672703
"10759","MILS ESPORTS","blue","Nayr",4,1,7,7,1517,3,2,1.15504615093528
"10760","MILS ESPORTS","blue","NeroxK92",4,2,8,14,2059,7,6,1.20277711136043
"10761","UNITY","orange","PotatoWithaGun",7,5,6,12,1981,4,6,1.63576339140662
"10762","UNITY","orange","TechnicEagle75",4,5,6,17,1698,7,3,1.33573139033774
"10763","UNITY","orange","RichardH 04",5,4,5,9,1675,3,4,1.35839900751172
"10764","TEAM QUESO","blue","rise.",5,3,7,20,2090,2,8,1.15159936047352
"10765","TEAM QUESO","blue","Joyo",4,3,7,19,1830,6,2,1.11040517104639
"10766","TEAM QUESO","blue","Vatira",2,2,5,17,1459,3,2,0.692205644578758
"10767","SK GAMING","orange","Ekon",6,4,14,12,2644,3,3,1.60822071886935
"10768","SK GAMING","orange","Kérian",2,4,14,8,1943,4,6,1.03056690912289
"10769","SK GAMING","orange","fruity",2,1,10,11,1546,5,2,0.814857029446576
"10770","00 NATION","blue","Breezi",0,5,6,4,1155,3,3,1.02442092238265
"10771","00 NATION","blue","FlamE",4,1,5,5,1179,2,3,1.22672527765581
"10772","00 NATION","blue","hibbs",4,0,3,7,1044,2,4,1.0763837616575
"10773","PEPEPITOS CANYONS","orange","DmentZa",1,0,3,6,782,8,3,0.544911118475333
"10774","PEPEPITOS CANYONS","orange","Zamué",0,0,3,7,630,1,0,0.293479210654983
"10775","PEPEPITOS CANYONS","orange","xTehQoz.",0,1,2,4,523,1,4,0.367626931807816
"10776","T E A","blue","AtomiK",6,5,13,15,2615,4,5,1.44078933806621
"10777","T E A","blue","Tox",5,4,13,14,2517,4,1,1.29510027550852
"10778","T E A","blue","eekso",4,4,7,13,1951,5,2,1.14481834987809
"10779","STORMTROOPERS","orange","Oscillon",3,5,5,16,1803,5,4,1.06264140723737
"10780","STORMTROOPERS","orange","ThO.",6,3,8,22,2508,1,2,1.33309756595253
"10781","STORMTROOPERS","orange","Dead-Monster",3,2,7,13,1744,2,7,0.842581371819973
"10782","HEROIC","blue","Yukeo",3,1,5,13,1189,3,0,1.10039877820619
"10783","HEROIC","blue","ViolentPanda",4,3,6,16,1517,4,3,1.50717574703576
"10784","HEROIC","blue","oaly.",1,1,5,5,980,5,1,0.637602901910822
"10785","MAMT","orange","Kryptos",0,0,6,3,784,1,5,0.332853853379481
"10786","MAMT","orange","Hyderr",1,0,5,8,913,2,4,0.607732353352027
"10787","MAMT","orange","TxMpeR",0,1,6,12,1036,1,3,0.693457609099081
"10788","WILLIAMS RESOLVE","blue","saizen",1,2,9,14,1963,6,6,0.74269323560762
"10789","WILLIAMS RESOLVE","blue","Radosin",4,2,13,11,2322,5,12,1.12177162094599
"10790","WILLIAMS RESOLVE","blue","pryyme",2,2,13,13,1974,2,2,0.895735559410853
"10791","TEAM SINGULARITY","orange","Chippy",2,3,9,16,1769,9,5,0.933993542316779
"10792","TEAM SINGULARITY","orange","Polar",2,2,9,20,1810,8,4,0.845124705920692
"10793","TEAM SINGULARITY","orange","Justuszzz",3,2,8,11,2015,3,4,1.01169632994905
"10794","KUXIR'S MINIONS","blue","Rxii",5,1,3,20,1776,5,7,0.865043611589503
"10795","KUXIR'S MINIONS","blue","kuxir97",0,4,10,19,1825,2,5,0.82154498645152
"10796","KUXIR'S MINIONS","blue","Growlii",3,2,5,15,1410,11,5,0.795944555647652
"10797","SAVAGE!","orange","Davoof",3,3,10,10,1837,4,8,1.07802402779037
"10798","SAVAGE!","orange","bluey.",3,4,13,14,2332,5,5,1.15288115189657
"10799","SAVAGE!","orange","Compact.",5,1,17,11,2293,8,5,1.1812263442424
"10800","NATUS VINCERE","blue","virtuoso",3,0,8,16,1834,6,5,0.896529585809185
"10801","NATUS VINCERE","blue","Tigreee",0,2,9,9,1571,6,9,0.657653509770844
"10802","NATUS VINCERE","blue","LuiisP",4,2,4,18,1648,5,5,1.11145749850603
"10803","RIX.GG","orange","Speed",2,0,10,11,1691,3,7,0.832829015563195
"10804","RIX.GG","orange","Mikeboy",0,1,8,14,1512,7,4,0.637182981241833
"10805","RIX.GG","orange","Emre",1,1,12,7,1654,9,6,0.908889525845126
"10806","GUILD ESPORTS","blue","crr",4,4,8,17,2115,7,2,1.38464802012515
"10807","GUILD ESPORTS","blue","noly",0,4,6,13,1253,2,4,0.812116402160183
"10808","GUILD ESPORTS","blue","Deevo",6,2,6,15,1823,3,2,1.39528502755629
"10809","TRIPLE TROUBLE","orange","Dorito",2,3,6,9,1292,4,7,0.894710522331443
"10810","TRIPLE TROUBLE","orange","Ronaky",2,2,10,12,1585,1,3,1.01112229702508
"10811","TRIPLE TROUBLE","orange","VKSailen",2,0,8,11,1408,3,2,0.73983961234898
