"","team_name","color","player_tag","core_goals","core_assists","core_saves","core_shots","core_score","demo_inflicted","demo_taken","advanced_rating"
"1231","MSHEIREB ESPORTS","orange","WonderCake",2,0,7,6,1002,2,4,0.797339389934655
"1232","SANDROCK GAMING","blue","oKhaliD",4,4,6,9,1607,3,2,1.70580168233481
"1233","SANDROCK GAMING","blue","Ahmad",4,3,1,11,1100,4,0,1.27199958968098
"1234","SANDROCK GAMING","blue","trk511",5,4,3,14,1544,3,4,1.62789054926049
"1235","THE DEADLY BOYZ","orange","sythe",2,2,7,6,1109,1,4,0.976646964911115
"1236","THE DEADLY BOYZ","orange","ix",2,2,6,10,1266,3,4,0.984953545879636
"1237","THE DEADLY BOYZ","orange","EviL97",1,0,2,4,587,2,2,0.488881340584162
"1238","TEAM FALCONS","blue","Ali.",2,5,6,10,1410,4,6,1.07898031993171
"1239","TEAM FALCONS","blue","Smw.",2,3,6,14,1421,5,3,0.954158037313378
"1240","TEAM FALCONS","blue","Twiz",5,0,6,10,1618,5,7,1.01958341938259
"1241","ANKAA","orange","Nawaf90",0,0,7,7,1138,4,4,0.358826831142291
"1242","ANKAA","orange","T7LM",0,2,3,15,910,3,4,0.607918094930105
"1243","ANKAA","orange","twty",2,0,6,7,1138,9,6,0.673837933327599
"1244","INVADERS","blue","B2seL",6,2,4,9,1478,2,6,1.68144185350503
"1245","INVADERS","blue","Abdulaziz",2,5,6,6,1300,2,2,1.34650497449586
"1246","INVADERS","blue","Vipex",4,2,3,12,1094,0,4,1.32065646769692
"1247","YOU'RE THROWING","orange","LeV",1,0,6,8,1051,2,1,0.639095263342879
"1248","YOU'RE THROWING","orange","LGGS",0,0,5,5,619,6,1,0.316779567272625
"1249","YOU'RE THROWING","orange","Rixy",0,1,2,4,507,4,2,0.365566835673713
"1250","SLEEPING","blue","Fahad77",2,4,5,14,1416,4,3,1.04275972861648
"1251","SLEEPING","blue","Faisal",4,1,1,12,1263,3,4,0.846249799706151
"1252","SLEEPING","blue","Venom",3,3,6,6,1367,3,3,1.0389531141761
"1253","THE EVIL ESPORTS","orange","Msh",0,1,6,6,933,5,5,0.431267242837373
"1254","THE EVIL ESPORTS","orange","chikage",1,1,8,4,1383,4,3,0.680302239831504
"1255","THE EVIL ESPORTS","orange","d7oom-24",2,0,8,8,1413,1,2,0.77059055612215
"1256","THE ULTIMATES","blue","Zez0nix",5,5,3,21,1606,1,7,1.41617310549366
"1257","THE ULTIMATES","blue","M7sN",7,4,4,19,2085,6,1,1.61254359926067
"1258","THE ULTIMATES","blue","ams.",3,3,4,10,1365,2,0,1.02587278248314
"1259","SUDOR ESPORTS","orange","bo0odi44",0,2,6,5,1014,6,3,0.484033274408225
"1260","SUDOR ESPORTS","orange","Night.",4,0,12,9,2071,1,5,1.10806758949085
"1261","SUDOR ESPORTS","orange","mzxy.",1,2,6,5,1068,1,1,0.636457152431285
"1262","OWLARMY","blue","VorTex",4,3,11,14,2010,2,5,1.39374590703658
"1263","OWLARMY","blue","Fahad.",1,0,6,7,1087,2,4,0.518528907465296
"1264","OWLARMY","blue","SLK",2,2,2,6,943,0,1,0.710018151075679
"1265","HAWKS ESPORTS","orange","Suspect",6,3,3,19,1744,5,1,1.29365818517261
"1266","HAWKS ESPORTS","orange","oVaMPiiERz",4,2,5,13,1471,1,2,1.04688146607532
"1267","HAWKS ESPORTS","orange","Firas",4,5,7,12,1743,4,1,1.32146759010031
"1268","MSHEIREB ESPORTS","blue","t9berh",2,2,13,6,1729,6,10,1.13705045876751
"1269","MSHEIREB ESPORTS","blue","WonderCake",2,3,6,10,1340,2,10,1.05643039293221
"1270","MSHEIREB ESPORTS","blue","Lightning !",1,0,9,7,1438,5,8,0.565356333950401
"1271","RUTHLESSLY","orange","MySTeriOuS.",0,4,5,14,1370,6,5,0.790246141659813
"1272","RUTHLESSLY","orange","Glowz",1,1,5,13,1073,12,4,0.579362981953238
"1273","RUTHLESSLY","orange","nadr",7,0,3,18,1778,10,4,1.20825755046528
"1274","SLOW GANG","blue","Mag",2,2,5,7,1413,6,3,0.924051142885331
"1275","SLOW GANG","blue","Talal.",5,1,3,18,1591,7,0,1.2150588479375
"1276","SLOW GANG","blue","Naizak",3,4,4,14,1643,3,5,1.1378833428308
"1277","TORNADO","orange","m7md8noop",1,3,8,9,1534,3,3,0.840139990875467
"1278","TORNADO","orange","Bodi",2,1,9,8,1435,2,8,0.823346264072744
"1279","TORNADO","orange","Anas",5,1,5,8,1959,3,5,1.31462449186424
"1280","INVADERS","blue","B2seL",3,0,7,15,1516,7,3,0.854332675432408
"1281","INVADERS","blue","Vipex",1,2,6,9,1167,1,6,0.674164840219045
"1282","INVADERS","blue","Abdulaziz",1,0,8,12,1166,1,4,0.572449460880034
"1283","THE DEADLY BOYZ","orange","ix",3,3,15,12,2351,6,3,1.46185344778736
"1284","THE DEADLY BOYZ","orange","EviL97",3,2,6,12,1524,6,2,1.12216372189896
"1285","THE DEADLY BOYZ","orange","sythe",1,2,4,9,979,1,4,0.638793220644041
"1286","ANKAA","blue","T7LM",3,4,9,12,1931,0,1,1.62957908404451
"1287","ANKAA","blue","Nawaf90",3,1,4,7,1138,9,2,1.11542445225825
"1288","ANKAA","blue","twty",1,1,5,8,947,5,3,0.731803116147079
"1289","HAWKS ESPORTS","orange","Firas",0,1,4,11,881,2,4,0.596197380197143
"1290","HAWKS ESPORTS","orange","oVaMPiiERz",0,0,5,6,833,2,3,0.36186214469724
"1291","HAWKS ESPORTS","orange","Suspect",3,0,5,11,1161,2,7,1.11136363077951
"1292","SLEEPING","blue","Venom",2,2,9,13,1732,5,5,0.757730673923988
"1293","SLEEPING","blue","Faisal",1,3,10,17,1994,4,5,0.83163471242045
"1294","SLEEPING","blue","Fahad77",6,3,11,12,2362,10,5,1.27203594340498
"1295","THE ULTIMATES","orange","Zez0nix",2,2,8,20,1743,6,9,0.880669607338313
"1296","THE ULTIMATES","orange","M7sN",6,2,7,22,2176,1,5,1.29590918444594
"1297","THE ULTIMATES","orange","ams.",1,2,7,10,1376,8,5,0.582118515095274
"1298","OWLARMY","blue","Fahad.",3,1,6,6,1282,1,3,0.993003286921674
"1299","OWLARMY","blue","VorTex",2,2,12,8,1630,2,7,1.31779175267753
"1300","OWLARMY","blue","SLK",1,2,5,4,860,2,3,0.912000730074391
"1301","RUTHLESSLY","orange","Glowz",1,1,4,16,1039,3,0,0.873908413954917
"1302","RUTHLESSLY","orange","nadr",2,1,5,7,1007,4,1,1.03040812433511
"1303","RUTHLESSLY","orange","MySTeriOuS.",0,1,2,5,534,6,4,0.386572039531005
"1304","SLOW GANG","blue","Mag",0,1,13,7,1633,6,3,0.535134530309519
"1305","SLOW GANG","blue","Naizak",4,5,4,22,2189,2,2,1.20501331442824
"1306","SLOW GANG","blue","Talal.",5,1,4,19,1891,4,6,0.99395334735492
"1307","YOU'RE THROWING","orange","LGGS",2,3,13,15,2114,1,0,1.01570016455057
"1308","YOU'RE THROWING","orange","LeV",3,1,9,10,1809,3,7,0.842305049222831
"1309","YOU'RE THROWING","orange","SQQP",2,1,7,8,1482,7,5,0.677860897653021
"1310","SUDOR ESPORTS","blue","bo0odi44",0,0,1,3,260,2,3,0.115950065058061
"1311","SUDOR ESPORTS","blue","Hisoka",2,1,13,7,1651,5,1,1.41832517301217
"1312","SUDOR ESPORTS","blue","Night.",1,0,2,4,522,1,1,0.374071670795462
"1313","SUDOR ESPORTS","blue","mzxy.",1,1,3,8,868,0,3,0.721606755437245
"1314","THE EVIL ESPORTS","orange","d7oom-24",5,4,10,12,2003,2,3,1.57598658740536
"1315","THE EVIL ESPORTS","orange","Msh",4,3,3,10,1207,3,5,1.24819779408905
"1316","THE EVIL ESPORTS","orange","chikage",6,4,2,15,1603,3,0,1.37695339862822
"1317","INVADERS","blue","Vipex",3,2,9,18,1759,0,5,1.08713065114995
"1318","INVADERS","blue","Abdulaziz",3,2,9,8,1772,4,9,1.16357211566753
"1319","INVADERS","blue","B2seL",2,0,7,12,1391,4,11,0.714179183856793
"1320","SLOW GANG","orange","Naizak",2,5,6,14,1677,7,5,1.24045132830783
"1321","SLOW GANG","orange","Talal.",6,2,8,16,2072,16,2,1.50865845145872
"1322","SLOW GANG","orange","Mag",0,1,7,5,1070,2,1,0.42389086500269
"1323","THE ULTIMATES","blue","ams.",3,3,7,20,1614,6,2,1.14706698798919
"1324","THE ULTIMATES","blue","Zez0nix",2,2,4,11,1179,5,6,0.745616342244116
"1325","THE ULTIMATES","blue","M7sN",5,1,7,19,1893,8,3,1.28149392110221
"1326","OWLARMY","orange","VorTex",1,1,11,12,1490,2,10,0.754426435879173
"1327","OWLARMY","orange","Fahad.",1,2,8,9,1284,3,4,0.737991001544319
"1328","OWLARMY","orange","SLK",4,1,11,11,1922,6,5,1.20562173642932
"1329","HAWKS ESPORTS","blue","Firas",1,1,4,12,920,4,3,0.798312240253691
"1330","HAWKS ESPORTS","blue","Suspect",1,0,4,6,811,3,3,0.578532170704307
"1331","HAWKS ESPORTS","blue","oVaMPiiERz",0,1,3,6,581,2,3,0.440039491541838
"1332","THE EVIL ESPORTS","orange","Msh",3,1,7,4,1169,7,6,1.4111419443395
"1333","THE EVIL ESPORTS","orange","d7oom-24",2,2,6,8,1239,1,2,1.25105085700187
"1334","THE EVIL ESPORTS","orange","chikage",1,1,3,5,707,1,1,0.679657479522667
"1335","TEAM ALKE","blue","Maxeew",3,4,1,14,1458,2,4,1.12718532106023
"1336","TEAM ALKE","blue","LCT",4,2,3,20,1493,3,7,1.08673518220112
"1337","TEAM ALKE","blue","ballerrees",2,2,4,13,1232,4,5,0.838581487083466
"1338","ASIA MANJI","orange","Fortymula7",0,0,3,5,973,4,3,0.226938703700863
"1339","ASIA MANJI","orange","Kevin",0,0,9,3,1083,5,3,0.345759962882445
"1340","ASIA MANJI","orange","Dann",0,0,11,5,1317,7,3,0.439480521778742
"1341","1NE ESPORTS","blue","ripoopi",7,4,2,18,2050,7,3,1.09440453375098
"1342","1NE ESPORTS","blue","Kaotik",9,1,8,20,2528,7,4,1.12379762554502
"1343","1NE ESPORTS","blue","Poofy",3,9,2,24,1831,1,1,1.02760525561447
"1344","TRIPLEJAWA","orange","Ficeo",1,3,13,8,2049,2,2,0.716834477576529
"1345","TRIPLEJAWA","orange","Rafdoang13",4,0,9,7,2060,3,4,0.905079850568137
"1346","TRIPLEJAWA","orange","Hasyimf",2,0,8,5,1277,3,9,0.552893191510788
"1347","AZURE ESPORTS","blue","BunnyDummy",7,3,12,26,2839,5,3,1.51325773752172
"1348","AZURE ESPORTS","blue","Claw-Z",5,6,15,17,2904,7,3,1.47573328162795
"1349","AZURE ESPORTS","blue","Squigly",2,4,12,10,2022,7,1,0.935303614583574
"1350","HALAL MEN","orange","Kaizen",4,2,14,17,2351,3,6,1.06325694126482
"1351","HALAL MEN","orange","Abscrazy",4,1,6,22,1950,3,7,0.900360584884318
"1352","HALAL MEN","orange","Blue",2,5,10,20,2073,1,6,1.11042513140736
"1353","ZNTRA","blue","Cypso",5,2,13,13,2468,6,7,1.02047048816227
"1354","ZNTRA","blue","Acrox88",4,3,6,15,1811,4,1,0.910742629401199
"1355","ZNTRA","blue","Derk",1,3,6,5,1381,1,5,0.565254090202095
"1356","TEAM ATELIER","orange","zayn",5,1,9,14,1935,5,2,0.843491988346134
"1357","TEAM ATELIER","orange","JarelNaden",4,4,8,15,1933,5,3,0.915995688925908
"1358","TEAM ATELIER","orange","AryaNeil",5,6,2,22,2137,3,6,1.09485923898295
"1359","TEAM ALKE","blue","ballerrees",1,2,11,8,1533,1,4,0.838313310705729
"1360","TEAM ALKE","blue","Maxeew",3,1,3,8,1260,2,1,0.918746921593227
"1361","TEAM ALKE","blue","LCT",2,1,5,8,1244,2,4,0.76277079147472
"1362","1NE ESPORTS","orange","ripoopi",0,0,5,9,996,1,2,0.326576811717294
"1363","1NE ESPORTS","orange","Kaotik",0,0,2,11,831,5,1,0.269690405158282
"1364","1NE ESPORTS","orange","Poofy",0,0,7,8,1078,3,2,0.366179404488373
"1365","AZURE ESPORTS","blue","BunnyDummy",4,6,5,18,1950,4,7,1.20148509070761
"1366","AZURE ESPORTS","blue","Squigly",6,2,3,17,1637,6,4,1.06578250128595
"1367","AZURE ESPORTS","blue","Claw-Z",5,3,2,15,1535,7,4,1.00854161942376
"1368","TEAM ATELIER","orange","AryaNeil",6,3,9,12,2169,4,5,1.26833017320527
"1369","TEAM ATELIER","orange","zayn",3,4,9,7,1895,4,6,1.02416546152468
"1370","TEAM ATELIER","orange","JarelNaden",3,4,6,9,1719,7,6,0.970570897417618
"1371","TEAM ALKE","blue","LCT",7,4,6,13,1876,3,4,1.5240749093775
"1372","TEAM ALKE","blue","Maxeew",5,7,4,16,1962,5,6,1.63050835142115
"1373","TEAM ALKE","blue","ballerrees",6,6,1,14,1614,2,3,1.60662354302162
"1374","AZURE ESPORTS","orange","Claw-Z",2,0,2,8,916,7,3,0.575885267697603
"1375","AZURE ESPORTS","orange","Squigly",0,1,6,4,959,4,4,0.40748479755432
"1376","AZURE ESPORTS","orange","BunnyDummy",1,1,7,7,972,2,3,0.657637635428238
"1377","TEAM ALKE","blue","Maxeew",9,1,8,17,2468,4,6,1.46730644953954
"1378","TEAM ALKE","blue","ballerrees",3,7,6,11,1877,2,3,1.2572831899358
"1379","TEAM ALKE","blue","LCT",3,1,7,21,1693,2,6,0.761748806396875
"1380","AZURE ESPORTS","orange","BunnyDummy",3,2,7,13,1694,5,5,0.862187361331866
"1381","AZURE ESPORTS","orange","Squigly",3,1,11,15,1925,6,3,0.874906522447405
"1382","AZURE ESPORTS","orange","Claw-Z",1,3,9,7,1485,4,0,0.682966437169215
"1383","SANDROCK GAMING","blue","trk511",11,7,6,27,3066,6,2,1.97025630866838
"1384","SANDROCK GAMING","blue","Ahmad",5,2,2,16,1629,8,5,0.869038190410007
"1385","SANDROCK GAMING","blue","oKhaliD",5,8,11,17,2525,6,5,1.68476832691493
"1386","SLOW GANG","orange","Mag",4,3,6,8,1647,3,6,1.00912201363078
"1387","SLOW GANG","orange","Talal.",4,1,7,14,1714,5,9,0.886891388183886
"1388","SLOW GANG","orange","Naizak",1,3,14,8,1997,4,5,0.858183230442117
"1389","SLEEPING","blue","Faisal",7,2,11,27,2899,3,2,1.23933947038632
"1390","SLEEPING","blue","Venom",4,3,8,15,2184,9,5,0.926621669412335
"1391","SLEEPING","blue","Fahad77",3,5,10,20,2306,7,4,1.07176629900764
"1392","THE DEADLY BOYZ","orange","sythe",6,2,17,18,3199,4,6,1.20880138457312
"1393","THE DEADLY BOYZ","orange","EviL97",3,4,9,12,1982,4,7,0.922810623354017
"1394","THE DEADLY BOYZ","orange","ix",4,4,11,16,2459,3,6,1.10242716781033
"1395","TEAM FALCONS","blue","Twiz",7,7,6,20,2434,9,2,1.60470116284202
"1396","TEAM FALCONS","blue","Smw.",7,4,9,24,2558,10,3,1.48475880852615
"1397","TEAM FALCONS","blue","Ali.",4,5,7,12,1903,7,3,1.24115646953289
"1398","THE EVIL ESPORTS","orange","Msh",3,2,5,9,1475,2,12,0.966847546810582
"1399","THE EVIL ESPORTS","orange","d7oom-24",1,0,13,8,1721,2,9,0.634598445856406
"1400","THE EVIL ESPORTS","orange","chikage",2,4,17,12,2415,4,5,1.21352850272545
"1401","ANKAA","blue","T7LM",3,2,9,16,1983,5,7,1.22748447920311
"1402","ANKAA","blue","twty",1,0,5,9,1185,8,5,0.477556684848782
"1403","ANKAA","blue","Nawaf90",1,1,14,8,1823,3,11,0.879995363464896
"1404","THE ULTIMATES","orange","Zez0nix",6,1,8,10,2053,5,5,1.2744275157015
"1405","THE ULTIMATES","orange","M7sN",7,2,9,19,2373,6,6,1.60145601621622
"1406","THE ULTIMATES","orange","ams.",0,5,8,11,1418,12,5,0.88476162053998
"1407","SANDROCK GAMING","blue","Ahmad",5,5,5,18,1933,4,9,1.22613371540972
"1408","SANDROCK GAMING","blue","trk511",5,4,8,21,2235,5,3,1.19339887943914
"1409","SANDROCK GAMING","blue","oKhaliD",8,2,10,15,2342,4,4,1.41696778471409
"1410","SLEEPING","orange","Faisal",3,3,13,17,2359,2,2,1.06096487946965
"1411","SLEEPING","orange","Venom",1,2,10,7,1439,6,4,0.638557082523996
"1412","SLEEPING","orange","Fahad77",4,2,8,13,1683,8,7,0.922450854489119
"1413","TEAM FALCONS","blue","Smw.",3,1,8,12,1704,8,3,0.911882095586316
"1414","TEAM FALCONS","blue","Ali.",3,4,5,14,1637,5,4,1.08789330802533
"1415","TEAM FALCONS","blue","Twiz",3,1,4,12,1357,8,11,0.754546624371946
"1416","THE ULTIMATES","orange","M7sN",3,6,9,7,1975,4,5,1.23771034805815
"1417","THE ULTIMATES","orange","Zez0nix",4,3,7,10,1874,4,10,1.14773984636561
"1418","THE ULTIMATES","orange","ams.",7,2,6,16,2085,10,6,1.27316971343103
"1419","SANDROCK GAMING","blue","oKhaliD",7,1,5,15,1855,4,6,1.20756576864191
"1420","SANDROCK GAMING","blue","trk511",1,3,6,10,1214,9,5,0.619072503193849
"1421","SANDROCK GAMING","blue","Ahmad",4,3,6,16,1880,6,4,1.04739598588493
"1422","THE ULTIMATES","orange","M7sN",3,4,9,14,1761,7,6,1.09896425187684
"1423","THE ULTIMATES","orange","Zez0nix",4,3,6,10,1685,0,4,1.10479174448802
"1424","THE ULTIMATES","orange","ams.",1,1,5,4,1033,8,9,0.498159521506917
"1425","SANDROCK GAMING","blue","oKhaliD",3,2,8,8,1617,2,5,1.0247197791776
"1426","SANDROCK GAMING","blue","trk511",4,1,7,16,1699,2,7,1.04682659485764
"1427","SANDROCK GAMING","blue","Ahmad",3,3,3,14,1504,5,5,1.1357828046073
"1428","THE ULTIMATES","orange","Zez0nix",1,2,4,8,1139,4,3,0.633400218315628
"1429","THE ULTIMATES","orange","M7sN",3,0,10,11,1630,6,3,0.887698106835276
"1430","THE ULTIMATES","orange","ams.",0,0,9,7,1331,7,3,0.422294955334369
"1431","TEAM BDS","blue","MaRc_By_8.",5,4,3,11,1486,3,4,1.57072935191905
"1432","TEAM BDS","blue","Extra",2,1,4,7,1068,3,4,1.10503394559261
"1433","TEAM BDS","blue","M0nkey M00n",5,4,3,14,1561,2,1,1.62030387311195
"1434","BS+COMPETITION","orange","Godsmilla",4,0,6,6,1303,2,2,1.22532123292746
"1435","BS+COMPETITION","orange","FreaKii.",0,0,6,6,872,4,2,0.396770757010027
"1436","BS+COMPETITION","orange","Rezears",0,1,3,4,690,3,4,0.379183233244008
"1437","TEAM VITALITY","blue","Alpha54",4,5,7,20,2125,3,4,1.320811118743
"1438","TEAM VITALITY","blue","Fairy Peak!",2,2,5,4,1497,5,9,0.756898329961233
"1439","TEAM VITALITY","blue","Kaydop",3,0,5,13,1356,6,8,0.726817029375172
"1440","00 NATION","orange","FlamE",1,3,9,7,1728,10,5,0.753156583732789
"1441","00 NATION","orange","Breezi",4,3,5,13,1713,4,3,1.03259463895391
"1442","00 NATION","orange","hibbs",3,1,8,10,1887,7,6,0.961829212794368
"1443","GUILD ESPORTS","blue","Deevo",2,2,8,6,1514,3,4,0.964378742519423
"1444","GUILD ESPORTS","blue","noly",4,1,7,13,1501,8,2,1.18469082074529
"1445","GUILD ESPORTS","blue","bluey.",1,3,0,8,842,4,0,0.610721070848856
"1446","WILLIAMS RESOLVE","orange","saizen",7,2,5,11,1784,2,2,1.53806220472714
"1447","WILLIAMS RESOLVE","orange","Radosin",2,3,6,7,1527,1,8,0.981168734661407
"1448","WILLIAMS RESOLVE","orange","pryyme",2,4,4,9,1288,3,5,1.02027694800356
"1449","SMPR ESPORTS","blue","Archie",3,6,3,11,1474,3,1,1.54999524571448
"1450","SMPR ESPORTS","blue","Chausette45",4,4,4,8,1407,1,2,1.53009793964928
"1451","SMPR ESPORTS","blue","Kassio",5,1,4,6,1167,6,0,1.28454038875282
"1452","FC BARCELONA","orange","crr",0,1,6,7,739,0,3,0.514462343188946
"1453","FC BARCELONA","orange","Dorito",3,1,3,6,1023,3,3,1.08578668598087
"1454","FC BARCELONA","orange","Zamué",1,2,3,7,885,0,4,0.76139882483983
"1455","SMPR ESPORTS","blue","Chausette45",2,2,9,12,1989,1,5,0.754279749028036
"1456","SMPR ESPORTS","blue","Archie",1,4,14,12,2316,9,11,1.00758404393579
"1457","SMPR ESPORTS","blue","Kassio",4,1,4,15,1749,9,10,0.895778123847212
"1458","MONKEYS","orange","Mittaen",3,1,8,11,1932,9,9,0.882416408476709
"1459","MONKEYS","orange","Kash",3,2,8,19,2259,11,4,0.87897528024243
"1460","MONKEYS","orange","arju",4,5,8,17,2360,6,6,1.28602476458086
"1461","TEAM VITALITY","blue","Kaydop",3,2,8,7,1676,1,4,1.47643838949928
"1462","TEAM VITALITY","blue","Alpha54",3,2,7,12,1689,3,2,1.36015319413411
"1463","TEAM VITALITY","blue","Fairy Peak!",1,2,6,11,1343,1,3,0.937297693375591
"1464","WILLIAMS RESOLVE","orange","pryyme",3,0,11,11,1952,4,3,1.38710155227411
"1465","WILLIAMS RESOLVE","orange","saizen",0,1,3,11,845,4,1,0.521841955960085
"1466","WILLIAMS RESOLVE","orange","Radosin",0,2,7,7,1310,1,1,0.801544962205651
"1467","00 NATION","blue","FlamE",3,3,15,14,2404,5,6,1.24109756276926
"1468","00 NATION","blue","hibbs",2,1,7,9,1412,7,7,0.759566314710479
"1469","00 NATION","blue","Breezi",3,2,7,9,1710,4,1,1.00360151003962
"1470","GUILD ESPORTS","orange","bluey.",1,4,7,17,1507,4,5,1.11462171425205
"1471","GUILD ESPORTS","orange","noly",3,2,7,19,1758,5,2,1.15795536040795
"1472","GUILD ESPORTS","orange","Deevo",3,0,3,9,1032,5,9,0.68793093954783
"1473","VODAFONE GIANTS","blue","AtomiK",3,3,6,11,1632,1,6,1.07706378511211
"1474","VODAFONE GIANTS","blue","VKSailen",4,2,0,21,1312,10,1,1.05001105477402
"1475","VODAFONE GIANTS","blue","DmentZa",2,2,5,11,1175,2,4,0.840961882391033
"1476","BS+COMPETITION","orange","FreaKii.",5,2,11,9,1984,6,2,1.45397385303638
"1477","BS+COMPETITION","orange","Godsmilla",2,2,7,6,1273,2,3,0.829066318128865
"1478","BS+COMPETITION","orange","Rezears",4,6,8,10,1825,3,8,1.53803424426467
"1479","FC BARCELONA","blue","Zamué",3,0,6,8,1304,4,8,0.890490713140406
"1480","FC BARCELONA","blue","crr",2,5,9,10,1600,5,3,1.23056815738984
"1481","FC BARCELONA","blue","Dorito",3,2,6,14,1587,4,5,1.0922134591951
"1482","DIGNITAS","orange","ApparentlyJack",6,2,5,16,1784,6,2,1.40590398606909
"1483","DIGNITAS","orange","Joreuz",2,5,6,12,1534,6,7,1.14377428789641
"1484","DIGNITAS","orange","Scrub Killa",1,1,5,7,1167,4,4,0.527532529048777
"1485","SMPR ESPORTS","blue","Archie",4,4,3,11,1557,3,4,1.46867874418413
"1486","SMPR ESPORTS","blue","Chausette45",3,1,7,12,1336,2,1,1.20960239087202
"1487","SMPR ESPORTS","blue","Kassio",3,3,5,8,1229,3,5,1.29881751008038
"1488","BS+COMPETITION","orange","FreaKii.",1,1,8,7,1138,5,2,0.756719070809657
"1489","BS+COMPETITION","orange","Rezears",2,0,4,8,1100,3,3,0.676662140541916
"1490","BS+COMPETITION","orange","Godsmilla",0,1,4,5,680,2,3,0.412033899460629
"1491","DIGNITAS","blue","ApparentlyJack",0,2,5,14,1002,3,8,0.648486357764045
"1492","DIGNITAS","blue","Scrub Killa",1,2,5,7,1106,4,1,0.82686197217073
"1493","DIGNITAS","blue","Joreuz",3,0,6,10,1484,9,2,0.921512827941568
"1494","WILLIAMS RESOLVE","orange","saizen",3,3,3,7,1251,4,5,1.01547663114874
"1495","WILLIAMS RESOLVE","orange","pryyme",1,1,8,4,1330,6,6,0.678792760769493
"1496","WILLIAMS RESOLVE","orange","Radosin",3,1,9,13,1588,1,5,1.07079704261272
"1497","VODAFONE GIANTS","blue","AtomiK",1,5,11,16,2095,3,2,0.975028604362332
"1498","VODAFONE GIANTS","blue","VKSailen",5,3,4,18,1600,5,3,1.15006605041345
"1499","VODAFONE GIANTS","blue","DmentZa",4,0,13,11,2153,5,5,0.908002039341207
"1500","FC BARCELONA","orange","Dorito",5,2,11,15,2234,3,5,1.2125055307255
"1501","FC BARCELONA","orange","crr",4,0,10,17,1913,1,5,0.899498960416568
"1502","FC BARCELONA","orange","Zamué",2,6,7,14,1663,6,3,1.12997836220708
"1503","00 NATION","blue","FlamE",3,1,6,13,1465,5,2,0.969361912970612
"1504","00 NATION","blue","hibbs",1,2,8,8,1285,8,3,0.75481578478942
"1505","00 NATION","blue","Breezi",1,2,5,7,1302,7,5,0.658409392606444
"1506","EVIL GENIUSES","orange","Rizex45",5,3,9,14,1934,3,7,1.309090182263
"1507","EVIL GENIUSES","orange","ivn",5,9,5,17,2277,5,6,1.75926729959086
"1508","EVIL GENIUSES","orange","Catalysm",8,2,6,18,2239,2,7,1.53113597315763
"1509","MONKEYS","blue","Mittaen",4,3,11,14,2318,11,5,1.32272265023851
"1510","MONKEYS","blue","Kash",4,6,7,17,2127,6,6,1.52338000939424
"1511","MONKEYS","blue","arju",5,2,7,16,2122,2,5,1.23135720767632
"1512","WILLIAMS RESOLVE","orange","Radosin",0,2,13,8,1768,4,9,0.822899890155166
"1513","WILLIAMS RESOLVE","orange","pryyme",2,0,5,11,1471,6,4,0.694071554998571
"1514","WILLIAMS RESOLVE","orange","saizen",2,1,7,14,1403,6,6,0.869699249454067
"1515","SMPR ESPORTS","blue","Archie",3,4,13,11,2595,4,4,1.27243831880962
"1516","SMPR ESPORTS","blue","Chausette45",2,0,15,11,2192,5,8,0.834808711207598
"1517","SMPR ESPORTS","blue","Kassio",2,1,10,13,1716,3,7,0.841423559661463
"1518","GUILD ESPORTS","orange","Deevo",3,0,10,19,1977,2,2,0.835228005920634
"1519","GUILD ESPORTS","orange","bluey.",1,5,5,19,1675,7,4,0.945016114423757
"1520","GUILD ESPORTS","orange","noly",2,1,8,19,1810,10,6,0.766438577963269
"1521","KARMINE CORP","blue","Stake",2,1,5,15,1335,0,3,0.789719857837833
"1522","KARMINE CORP","blue","itachi",1,5,2,20,1227,3,3,1.00650366044607
"1523","KARMINE CORP","blue","AztraL",5,2,5,13,1767,5,6,1.32062183655723
"1524","BS+COMPETITION","orange","Rezears",1,3,8,8,1304,1,5,0.836918936044907
"1525","BS+COMPETITION","orange","Godsmilla",2,0,8,6,1333,3,1,0.767794250029568
"1526","BS+COMPETITION","orange","FreaKii.",2,0,12,6,1748,8,2,0.78212025908756
"1527","WILLIAMS RESOLVE","blue","saizen",4,1,10,12,1765,8,8,0.944368797912697
"1528","WILLIAMS RESOLVE","blue","Radosin",4,3,14,15,2478,4,8,1.11747244052799
"1529","WILLIAMS RESOLVE","blue","pryyme",2,2,7,8,1640,9,2,0.697437412311452
"1530","KARMINE CORP","orange","itachi",3,0,6,16,1530,6,9,0.711100451978184
"1531","KARMINE CORP","orange","AztraL",0,4,10,15,1708,8,5,0.830186834672882
"1532","KARMINE CORP","orange","Stake",4,2,7,16,1930,4,7,1.07211140383725
"1533","NOBLE ESPORTS","blue","nxghtt",7,2,5,19,1981,7,8,1.24023754691648
"1534","NOBLE ESPORTS","blue","Sad",4,5,8,18,2155,6,8,1.2250118352779
"1535","NOBLE ESPORTS","blue","drufinho",1,3,3,11,1209,14,5,0.578377737065454
"1536","TIMELESS","orange","bmendesantos",5,3,10,12,2156,3,5,1.19456983788526
"1537","TIMELESS","orange","ianpinheiro",3,4,8,12,1846,8,8,0.984796522641449
"1538","TIMELESS","orange","Wells",4,3,8,10,1834,10,14,1.09278294868896
